Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,born_yyyy,generation
28,1,0,1366,1,24,2,5,1082,2,1,72,2,3,0,1,2,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,1987,gen_y
26,0,2,192,1,1,2,3,1083,1,1,59,2,1,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,1989,gen_y
30,0,2,1176,1,20,3,4,1084,3,1,85,3,2,4,1,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,1985,gen_y
27,0,0,1277,1,8,5,1,1094,1,1,87,1,1,2,3,1,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,1988,gen_y
28,0,2,857,1,10,3,4,1097,3,0,59,3,2,6,3,2,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,1987,gen_y
33,0,2,654,1,5,3,1,1099,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,1982,gen_y
35,1,2,1204,2,4,3,5,1100,4,1,86,3,3,7,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,1980,gen_y
33,1,1,827,1,29,4,3,1101,1,0,54,2,2,6,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1982,gen_y
28,0,2,895,1,15,2,1,1102,1,1,50,3,1,2,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,1987,gen_y
34,0,1,618,1,3,1,1,1103,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,1981,gen_y
25,1,2,1219,1,4,1,5,1106,4,1,32,3,1,2,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,1990,gen_y
26,1,2,1330,1,21,3,3,1107,1,1,37,3,1,2,3,0,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1989,gen_y
33,1,2,1017,1,25,3,3,1108,1,1,55,2,1,6,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,1982,gen_y
28,1,1,1009,1,1,3,3,1111,1,1,45,2,1,2,2,0,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1987,gen_y
33,0,1,970,2,7,3,1,1114,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,1982,gen_y
34,0,0,697,1,3,4,1,1115,3,1,40,2,1,6,4,1,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,1981,gen_y
29,0,2,1107,1,28,4,1,1120,3,0,93,3,1,6,4,0,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,1986,gen_y
28,0,2,950,1,3,3,3,1121,4,0,93,3,3,4,2,0,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,1987,gen_y
21,0,2,984,1,1,1,5,1131,4,0,70,2,1,6,2,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,1994,gen_y
31,0,1,793,2,20,3,1,1135,3,1,67,4,1,8,4,1,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,1984,gen_y
28,0,2,1451,1,2,1,1,1136,1,1,67,2,1,6,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,1987,gen_y
35,0,1,1182,2,11,2,2,1137,4,1,54,3,2,7,4,0,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,1980,gen_y
34,0,1,1003,1,2,2,1,1140,4,1,95,3,2,4,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,1981,gen_y
29,0,1,490,1,10,3,1,1143,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,1986,gen_y
29,0,2,718,1,8,1,3,1150,2,1,79,2,2,4,4,1,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,1986,gen_y
28,0,1,773,1,6,3,1,1154,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,1987,gen_y
33,1,2,603,2,9,4,2,1157,1,0,77,3,2,7,1,2,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,1982,gen_y
31,1,1,874,1,15,3,3,1160,3,1,72,3,1,2,3,1,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,1984,gen_y
27,0,2,199,1,6,3,1,1162,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,1988,gen_y
34,0,2,1400,2,9,1,1,1163,2,0,70,3,2,7,3,1,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,1981,gen_y
35,0,2,528,0,8,4,5,1164,3,1,100,3,1,1,3,2,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,1980,gen_y
29,1,2,408,2,23,1,1,1165,4,0,45,2,3,7,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1986,gen_y
35,0,2,982,1,1,4,3,1172,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,1980,gen_y
24,0,2,477,1,24,3,3,1173,4,1,49,3,1,2,2,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,1991,gen_y
28,1,2,1485,1,12,1,1,1175,3,0,79,3,1,2,4,1,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1987,gen_y
26,0,2,1384,1,3,4,3,1177,1,1,82,4,1,2,4,1,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,1989,gen_y
30,0,2,852,2,10,3,2,1179,3,1,72,2,2,7,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,1985,gen_y
35,0,2,819,1,2,3,1,1182,3,1,44,2,3,4,2,0,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,1980,gen_y
34,0,1,669,1,1,3,3,1184,4,1,97,2,2,0,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,1981,gen_y
35,0,1,636,1,4,4,4,1185,4,1,47,2,1,2,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,1980,gen_y
32,0,0,862,2,2,1,1,1190,3,0,76,3,1,8,1,0,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,1983,gen_y
29,0,2,1401,1,6,1,3,1192,2,0,54,3,1,2,4,1,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,1986,gen_y
29,0,2,942,1,15,1,1,1202,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,1986,gen_y
22,1,1,1256,1,3,4,1,1203,3,1,48,2,1,6,4,1,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1993,gen_y
33,0,2,147,0,2,3,0,1207,2,1,99,3,1,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,1982,gen_y
30,0,2,1329,2,29,4,1,1211,3,1,61,3,2,7,1,0,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,1985,gen_y
28,0,2,1179,1,19,4,3,1216,4,1,78,2,1,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,1987,gen_y
35,0,2,1361,2,17,4,1,1218,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,1980,gen_y
24,1,2,984,1,17,2,1,1219,4,0,97,3,1,2,2,1,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1991,gen_y
33,0,1,1146,2,25,3,3,1220,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,1982,gen_y
30,0,2,853,1,7,4,1,1224,3,1,49,3,2,2,3,0,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,1985,gen_y
32,0,1,116,1,13,3,4,1234,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,1983,gen_y
32,0,1,1316,1,2,2,1,1235,4,0,38,3,2,6,3,2,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,1983,gen_y
33,0,2,117,1,9,3,3,1238,1,1,60,3,1,6,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,1982,gen_y
25,0,2,1356,2,10,4,1,1240,3,1,57,3,2,7,4,2,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,1990,gen_y
30,0,2,1465,1,1,3,3,1241,4,1,63,3,1,6,2,1,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,1985,gen_y
35,0,0,1212,2,8,2,2,1243,3,0,78,2,3,7,4,1,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,1980,gen_y
27,0,2,1103,1,14,3,1,1244,1,1,42,3,1,6,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,1988,gen_y
29,0,2,1010,1,1,3,1,1249,1,0,97,3,1,6,4,0,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,1986,gen_y
31,0,2,1332,1,11,2,3,1251,3,1,80,3,2,0,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,1984,gen_y
31,0,2,1062,1,24,3,3,1252,3,0,96,2,2,0,1,2,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,1984,gen_y
27,0,2,1167,1,4,2,1,1259,1,1,76,3,1,6,3,0,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,1988,gen_y
29,0,2,1329,1,7,3,1,1260,3,1,82,3,2,0,4,0,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,1986,gen_y
29,0,2,694,1,1,3,1,1264,4,0,87,2,4,5,4,0,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,1986,gen_y
34,0,2,1320,1,20,3,5,1265,3,0,89,4,1,6,3,1,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,1981,gen_y
33,0,2,536,2,10,5,2,1268,4,1,82,4,3,7,3,0,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,1982,gen_y
23,0,2,373,1,1,2,1,1270,4,1,47,3,1,6,3,1,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,1992,gen_y
25,1,1,599,2,24,1,1,1273,3,1,73,1,1,8,4,2,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,1990,gen_y
26,0,2,583,1,4,2,1,1275,3,1,53,3,1,6,4,2,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,1989,gen_y
21,1,1,251,1,10,2,1,1279,1,0,45,2,1,2,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1994,gen_y
34,0,2,131,2,2,3,2,1281,3,0,86,3,2,7,1,2,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,1981,gen_y
34,0,1,135,1,19,3,3,1285,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,1981,gen_y
28,0,1,791,1,1,4,3,1286,4,1,44,3,1,2,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,1987,gen_y
34,0,1,648,0,11,3,1,1289,3,1,56,2,2,1,2,1,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,1981,gen_y
35,0,2,735,1,6,1,1,1291,3,1,66,3,1,6,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,1980,gen_y
28,0,1,193,1,2,3,1,1296,4,1,52,2,1,2,4,1,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,1987,gen_y
30,0,0,879,1,9,2,3,1298,3,0,72,3,2,4,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,1985,gen_y
29,1,2,806,1,7,3,5,1299,2,0,39,3,1,2,3,0,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,1986,gen_y
28,0,2,640,1,1,3,5,1301,4,1,84,3,1,6,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,1987,gen_y
25,0,2,266,1,1,3,3,1303,4,0,40,3,1,6,2,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,1990,gen_y
32,0,2,604,2,8,3,3,1304,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,1983,gen_y
32,1,2,1089,1,7,2,1,1309,4,1,79,3,2,2,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,1983,gen_y
30,0,2,1138,1,6,3,5,1311,1,0,48,2,2,2,4,1,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,1985,gen_y
28,0,0,1476,1,1,3,1,1315,3,0,55,1,2,2,4,1,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,1987,gen_y
30,0,2,634,1,17,4,3,1321,2,0,95,3,3,3,1,1,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,1985,gen_y
31,0,0,587,2,2,4,1,1324,4,0,57,3,3,7,3,0,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,1984,gen_y
31,1,1,1060,2,1,3,1,1331,4,0,54,3,1,8,2,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,1984,gen_y
34,0,2,943,1,9,3,1,1344,4,1,86,3,3,0,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,1981,gen_y
35,0,1,482,1,4,4,1,1350,3,1,87,3,2,6,3,2,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,1980,gen_y
34,0,2,507,2,15,2,3,1356,3,0,66,3,2,7,1,2,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,1981,gen_y
25,0,2,882,1,19,1,3,1358,4,1,67,3,1,2,4,1,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2,1990,gen_y
27,0,2,1291,2,11,3,3,1364,3,0,98,4,1,8,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,1988,gen_y
35,0,2,817,1,1,3,3,1369,4,0,60,2,2,2,4,1,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,1980,gen_y
27,0,1,793,2,2,1,1,1371,4,1,43,1,2,7,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,1988,gen_y
34,0,0,999,1,26,1,5,1374,1,0,92,2,1,6,3,0,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0,1981,gen_y
34,0,2,285,1,29,3,3,1377,2,1,86,3,2,2,3,1,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,1981,gen_y
31,1,1,703,2,2,3,1,1379,3,0,90,2,1,8,4,2,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,1984,gen_y
35,1,1,662,2,18,4,2,1380,4,0,67,3,2,7,3,1,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,1980,gen_y
34,0,2,404,1,2,4,5,1383,3,0,98,3,2,0,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,1981,gen_y
28,0,2,736,2,26,3,1,1387,3,1,48,2,2,7,1,1,4724,24232,1,0,11,3,3,1,5,0,3,5,3,0,4,1987,gen_y
31,1,2,330,1,22,4,3,1389,4,1,98,3,2,4,3,1,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7,1984,gen_y
33,0,1,1111,2,5,1,1,1395,2,1,61,3,2,7,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,1982,gen_y
32,0,2,499,2,2,1,2,1396,3,1,36,3,2,7,2,1,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,1983,gen_y
25,0,2,1372,2,18,1,1,1399,1,1,93,4,2,7,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,1990,gen_y
27,0,2,205,2,10,3,2,1403,4,0,98,2,2,7,4,1,5769,7100,1,1,11,3,4,0,6,3,3,6,2,4,4,1988,gen_y
27,1,2,135,1,17,4,1,1405,4,0,51,3,1,6,3,2,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,1988,gen_y
26,0,2,683,1,2,1,3,1407,1,1,36,2,1,6,4,2,3904,4050,0,0,12,3,4,0,5,2,3,4,3,1,1,1989,gen_y
35,0,1,200,1,18,2,1,1412,3,1,60,3,3,4,4,2,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,1980,gen_y
25,0,2,949,1,1,3,5,1415,1,1,81,3,1,2,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,1990,gen_y
26,0,2,652,1,7,3,4,1417,3,1,100,4,1,2,1,2,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,1989,gen_y
29,0,2,332,0,17,3,4,1419,2,1,51,2,3,1,1,2,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,1986,gen_y
29,1,1,337,1,14,1,4,1421,3,0,84,3,3,0,4,2,7553,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,1986,gen_y
31,1,1,667,2,1,4,1,1427,2,0,50,1,1,8,3,2,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0,1984,gen_y
30,0,2,855,2,7,4,2,1428,4,0,73,3,2,7,1,0,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,1985,gen_y
31,0,2,182,1,8,5,1,1430,1,0,93,3,4,5,2,2,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,1984,gen_y
34,0,1,560,1,1,4,4,1431,4,1,91,3,1,6,1,0,2996,20284,5,0,14,3,3,2,10,2,3,4,3,1,3,1981,gen_y
31,1,2,202,1,8,3,1,1433,1,0,34,2,1,6,2,2,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0,1984,gen_y
27,0,2,1377,1,11,1,1,1434,2,1,91,3,1,2,1,1,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4,1988,gen_y
25,1,2,383,2,9,2,1,1439,1,1,68,2,1,8,1,1,4400,15182,3,0,12,3,1,0,6,2,3,3,2,2,2,1990,gen_y
24,0,2,1476,2,4,1,3,1445,4,0,42,3,2,7,3,1,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,1991,gen_y
32,0,2,601,2,7,5,2,1446,4,1,97,3,2,7,4,1,9204,23343,4,0,12,3,3,1,7,3,2,4,3,0,3,1983,gen_y
34,0,2,401,1,1,3,1,1447,4,0,86,2,1,2,2,1,3294,3708,5,0,17,3,1,1,7,2,2,5,4,0,2,1981,gen_y
31,0,2,326,2,8,2,1,1453,1,1,31,3,3,7,4,0,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,1984,gen_y
31,1,1,1445,1,1,5,1,1459,3,0,100,4,3,4,2,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,1984,gen_y
31,0,2,1398,0,8,2,3,1461,4,0,96,4,1,1,2,2,2109,24609,9,0,18,3,4,0,8,3,3,3,2,0,2,1984,gen_y
31,1,1,523,1,2,3,1,1464,2,1,94,3,1,2,4,1,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,1984,gen_y
34,1,2,1107,0,9,4,5,1467,1,0,52,3,1,1,3,1,2742,3072,1,0,15,3,4,0,2,0,3,2,2,2,2,1981,gen_y
28,0,2,866,2,5,3,3,1469,4,1,84,3,2,7,1,2,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3,1987,gen_y
33,0,1,430,2,7,3,3,1477,4,1,54,3,2,7,1,1,4373,17456,0,0,14,3,1,2,5,2,3,4,3,0,3,1982,gen_y
34,0,2,1326,2,3,3,4,1478,4,1,81,1,2,7,1,2,4759,15891,3,0,18,3,4,0,15,2,3,13,9,3,12,1981,gen_y
30,0,2,1358,2,16,1,1,1479,4,1,96,3,2,7,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,1985,gen_y
30,0,0,990,1,7,3,5,1482,3,1,64,3,1,6,3,0,1274,7152,1,0,13,3,2,2,1,2,2,1,0,0,0,1985,gen_y
34,0,1,829,1,15,3,3,1485,2,1,71,3,4,5,1,0,17007,11929,7,0,14,3,4,2,16,3,2,14,8,6,9,1981,gen_y
28,1,1,1496,2,1,3,5,1486,1,1,92,3,1,8,3,1,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2,1987,gen_y
29,1,1,115,2,13,3,5,1487,1,0,51,3,2,7,2,2,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0,1986,gen_y
34,1,2,790,2,24,4,3,1489,1,0,40,2,2,7,2,2,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10,1981,gen_y
35,0,2,660,2,7,1,1,1492,4,1,76,3,1,8,3,1,2404,16192,1,0,13,3,1,1,1,3,3,1,0,0,0,1980,gen_y
24,1,1,381,1,9,3,3,1494,2,1,89,3,1,2,1,2,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0,1991,gen_y
24,0,0,830,2,13,2,1,1495,4,0,78,3,1,8,2,1,2033,7103,1,0,13,3,3,1,1,2,3,1,0,0,0,1991,gen_y
29,0,2,1246,2,19,3,1,1497,3,1,77,2,2,7,3,0,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4,1986,gen_y
30,0,2,330,0,1,3,1,1499,3,1,46,3,1,1,3,0,2064,15428,0,0,21,4,1,1,6,3,4,5,3,1,3,1985,gen_y
33,0,2,1099,1,4,4,3,1502,1,0,82,2,1,2,2,1,3838,8192,8,0,11,3,4,0,8,5,3,5,4,0,2,1982,gen_y
28,1,1,289,1,2,2,3,1504,3,1,38,2,1,2,1,2,2561,5355,7,0,11,3,3,0,8,2,2,0,0,0,0,1987,gen_y
28,0,2,1423,1,1,3,1,1506,1,1,72,2,1,6,3,0,1563,12530,1,0,14,3,4,1,1,2,1,1,0,0,0,1987,gen_y
28,0,1,467,2,7,3,1,1507,3,1,55,3,2,7,1,2,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3,1987,gen_y
29,0,1,410,1,2,1,1,1513,4,0,97,3,1,2,2,1,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2,1986,gen_y
28,0,2,1083,1,29,1,1,1514,3,1,96,1,2,4,2,1,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7,1987,gen_y
33,0,2,516,1,8,5,1,1515,4,1,69,3,2,0,3,2,6388,22049,2,1,17,3,1,0,14,6,3,0,0,0,0,1982,gen_y
32,0,2,495,1,10,3,3,1516,3,1,64,3,3,3,4,2,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0,1983,gen_y
29,1,2,224,1,1,4,5,1522,1,1,100,2,1,6,1,2,2362,7568,6,0,13,3,3,0,11,2,1,9,7,0,7,1986,gen_y
35,0,2,1029,1,16,3,1,1529,4,0,91,2,3,0,2,2,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3,1980,gen_y
23,0,2,507,1,20,1,1,1533,1,1,97,3,2,2,3,2,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2,1992,gen_y
34,0,2,971,2,1,3,5,1535,4,1,64,2,3,7,3,1,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6,1981,gen_y
31,1,1,561,1,3,3,1,1537,4,0,33,3,1,6,3,2,4084,4156,1,0,12,3,1,0,7,2,1,7,2,7,7,1984,gen_y
34,0,2,1440,2,7,2,5,1541,2,1,55,3,1,8,3,1,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7,1981,gen_y
29,0,2,441,1,8,1,4,1544,3,0,39,1,2,0,1,1,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7,1986,gen_y
33,0,2,575,1,25,3,1,1545,4,1,44,2,2,4,2,2,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2,1982,gen_y
33,0,2,589,1,28,4,1,1549,2,1,79,3,2,2,3,1,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,1982,gen_y
24,0,2,350,1,21,2,5,1551,3,1,57,2,1,2,1,0,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,1991,gen_y
35,0,2,1402,2,28,4,1,1554,2,0,98,2,1,8,3,1,2430,26204,0,0,23,4,1,2,6,5,3,5,3,4,2,1980,gen_y
32,0,2,824,1,5,2,1,1555,4,0,67,2,2,6,2,1,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,1983,gen_y
29,0,2,598,1,9,3,1,1558,3,1,91,4,1,6,3,1,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,1986,gen_y
33,0,2,1242,2,8,4,1,1560,1,1,46,3,2,7,1,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,1982,gen_y
30,1,2,740,2,1,3,1,1562,2,1,64,2,2,7,1,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,1985,gen_y
35,0,2,992,1,1,3,3,1564,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,1980,gen_y
30,0,2,1288,2,29,4,5,1568,3,1,33,3,3,7,2,1,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,1985,gen_y
35,1,2,104,1,2,3,1,1569,1,0,69,3,1,2,1,0,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,1980,gen_y
32,0,0,1200,1,1,4,5,1574,4,1,62,3,2,6,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,1983,gen_y
34,0,2,479,1,7,4,3,1577,1,1,35,3,1,6,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,1981,gen_y
34,0,2,1351,1,1,4,1,1580,2,1,45,3,2,6,4,1,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,1981,gen_y
26,0,2,474,1,3,3,1,1581,1,0,89,3,1,6,4,1,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,1989,gen_y
29,0,2,1370,1,3,1,3,1586,2,1,87,3,1,2,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,1986,gen_y
35,0,2,670,1,10,4,3,1587,1,0,51,3,2,0,3,2,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,1980,gen_y
29,0,1,995,1,2,1,1,1590,1,1,87,3,2,0,4,0,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,1986,gen_y
23,0,2,977,1,10,3,5,1592,4,1,45,4,1,6,3,1,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,1992,gen_y
35,0,2,750,1,28,3,1,1596,2,1,46,4,2,2,3,1,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,1980,gen_y
34,0,1,653,1,10,4,5,1597,4,1,92,2,2,0,3,1,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,1981,gen_y
35,0,2,1349,1,7,2,1,1601,3,1,63,2,1,2,4,1,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,1980,gen_y
28,1,2,329,1,24,3,3,1604,3,1,51,3,1,2,2,1,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,1987,gen_y
22,0,0,457,1,26,2,4,1605,2,0,85,2,1,6,3,1,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,1993,gen_y
32,0,2,634,1,5,4,4,1607,2,0,35,4,1,6,4,1,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,1983,gen_y
30,0,2,241,1,7,3,3,1609,2,1,48,2,1,6,2,1,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,1985,gen_y
